WIND,IND,RAIN,IND.1,T.MAX,IND.2,T.MIN
12.58,0,0.2,0,11.2,0,1.8
16.25,0,0,0,11.7,0,10
14.75,0,0.5,0,9.6,0,8.7
5.5,0,0.2,0,7.6,0,5
7.29,0,0,0,8,0,1.7
13.7,0,0.5,0,10.1,0,1.6
9.42,0,0.3,0,7.2,0,1.6
10.41,0,3,0,9.3,1,-0.5
18,0,0.6,0,5.1,0,3.8
16.46,0,0,0,4.4,1,-0.5
10.37,0,0.1,0,4.4,1,-1.8
10.54,0,0.5,0,6.3,1,-0.8
8.42,0,0,0,7.7,0,3.8
8.38,0,9.5,0,11.3,0,2.7
12.96,0,0.5,0,12.7,0,5.1
11.17,0,9.5,0,10,0,8.7
4,0,0,0,10,0,5.1
5.96,0,0,0,7.2,0,1.6
5.09,0,0,0,8.7,0,3.4
4.88,0,0,0,7.7,0,4.7
7.41,0,0,0,6.7,0,5.1
4.71,0,0,0,8.4,0,3.7
8.42,0,0.1,0,9.5,0,3.7
12.96,0,0,0,9.2,0,6.2
10.13,0,0,0,10.5,0,6.7
4.79,0,0,0,10,0,5.5
8.96,0,0,0,11.4,1,-0.5
4.17,0,0,2,11.1,0,0.5
13.13,0,19,0,12.7,0,0.3
23.67,0,17,0,9.6,0,5.8
20.25,0,1,0,7.6,0,3.8
12.67,0,6.2,0,10.3,0,4.5
16.42,0,1.3,2,9.6,0,6.3
19.67,0,0.3,0,3.8,0,2.3
14,0,0.3,0,8.2,0,0
20,0,7.8,0,12.4,1,-0.6
28.91,0,1.2,0,12.8,0,7.8
16.54,0,0.4,0,6.6,0,3.6
9.59,0,1.2,0,7.6,0,0.3
15.92,0,0.9,0,6.3,0,2.8
9.87,0,5.3,0,12.1,0,2.7
16.08,0,0.3,0,11.5,0,3
10.41,0,0,0,8.2,0,1.5
5.71,0,0,0,7.5,1,-2.8
9.33,0,0,0,7.1,1,-2.5
4.92,0,0,0,2.7,1,-2.2
7,0,5.1,0,2.8,1,-3.8
12.38,0,6,0,5,1,-1.8
11.92,0,3.4,0,4.4,1,-0.1
7.79,0,0,0,3.4,0,0.5
13.62,0,0,0,3.2,1,-7.2
28.79,0,10.8,0,3.2,2,0.1
27.79,0,0,0,3.1,0,0
23.45,0,0,4,NA,4,NA
20.75,0,3.9,4,NA,4,NA
13.83,0,12.5,4,NA,4,NA
8.54,0,6.4,4,NA,4,NA
13.08,0,1.2,4,NA,4,NA
20.91,0,0,4,NA,4,NA
16.75,0,0,4,NA,4,NA
16.83,0,0,4,NA,4,NA
21.67,0,0,4,NA,4,NA
19.38,0,0,4,NA,4,NA
9.79,0,0,4,NA,4,NA
3.96,0,6,4,NA,4,NA
5.21,0,0,4,NA,4,NA
10.46,0,0,4,NA,4,NA
9.17,0,3.6,4,NA,4,NA
12.58,0,0.1,4,NA,4,NA
15.37,0,0,4,NA,4,NA
21.5,0,0,4,NA,4,NA
23.79,0,0,4,NA,4,NA
19.62,0,0.8,4,NA,4,NA
13.83,0,0,4,NA,4,NA
11.92,0,0,4,NA,4,NA
2.17,0,0,4,NA,4,NA
3.04,0,0,4,NA,4,NA
8.92,0,0,4,NA,4,NA
8.38,0,0,4,NA,4,NA
1.63,0,0,4,NA,4,NA
1.33,0,0,4,NA,4,NA
7.41,0,7.6,4,NA,4,NA
19.62,0,0.6,4,NA,4,NA
11.83,0,1.3,4,NA,4,NA
14.04,0,0.4,4,NA,4,NA
15.16,0,0.6,4,NA,4,NA
8.67,0,0.2,4,NA,4,NA
9.13,0,7,4,NA,4,NA
22,0,32,4,NA,4,NA
20.25,0,12,4,NA,4,NA
11.83,0,0,4,NA,4,NA
10.37,0,0.7,4,NA,4,NA
16.88,0,5.3,4,NA,4,NA
15.67,0,0,4,NA,4,NA
6.79,0,0,4,NA,4,NA
5.21,0,0,4,NA,4,NA
12.83,0,7.2,4,NA,4,NA
19.17,0,6.3,4,NA,4,NA
15.5,0,0,4,NA,4,NA
13.54,0,0,4,NA,4,NA
7.83,0,0,4,NA,4,NA
10.34,0,0,4,NA,4,NA
14.54,0,0,4,NA,4,NA
9.92,0,0,4,NA,4,NA
8.5,0,0,4,NA,4,NA
5.5,0,0,4,NA,4,NA
9.33,0,0,4,NA,4,NA
13.75,0,0,4,NA,4,NA
11.46,0,0,4,NA,4,NA
19.25,0,0,4,NA,4,NA
12.5,0,0,4,NA,4,NA
16.46,0,0,4,NA,4,NA
16.21,0,0,0,7.1,0,2.2
15.83,0,0.1,0,7.8,0,1.7
14.46,0,0.3,0,8.4,0,4
14.42,0,4,0,11.8,0,4.8
20.21,0,2.3,0,13.4,0,6.7
9.96,0,0.2,0,11.7,0,8.3
17.88,0,0,0,12.8,0,6.1
17.5,0,1,0,11.8,0,7.2
13.33,0,3.7,0,9.1,0,6.1
17.33,0,0.5,0,11.3,0,4.8
5.66,0,0,0,8.3,1,-1.6
6.67,0,0.1,0,11.7,0,0.9
11.46,0,0.7,0,12.1,1,-2.7
13.92,0,0.1,0,12.3,0,4.6
14.25,0,18.5,0,14.2,0,8.3
16.62,0,2,0,12.4,0,6.6
13.17,0,4.7,0,10.1,0,6.6
12.42,0,0,0,13.4,0,6.6
9.54,0,14.8,0,8.4,0,1.7
7.54,0,0,0,11.4,0,4.8
4.33,0,0,0,10.2,0,0
4.17,0,0,0,6.8,0,2.6
4.79,0,0,0,12.1,1,-2.1
19.75,0,6.4,0,10.1,0,1.7
19.55,0,0.4,0,11.4,0,5.4
7.62,0,2.9,0,12.7,0,4.4
13.92,0,0.2,0,10.1,0,4
9.83,0,1.5,0,7.9,0,2.2
8.67,0,0,0,9.7,1,-1
9.38,0,0,0,7.9,0,0.6
6.83,0,0,0,11.2,1,-2.2
11.79,0,2.2,4,NA,4,NA
8.96,0,0,4,NA,4,NA
8.71,0,0.2,4,NA,4,NA
13,0,4.3,4,NA,4,NA
20.04,0,7.2,4,NA,4,NA
20.5,0,1.8,4,NA,4,NA
18.5,0,0,4,NA,4,NA
10.41,0,0.3,4,NA,4,NA
11.67,0,1.1,4,NA,4,NA
7.25,0,1.2,4,NA,4,NA
9.54,0,0,4,NA,4,NA
16,0,0,4,NA,4,NA
15.21,0,10.1,4,NA,4,NA
16.46,0,2.7,4,NA,4,NA
8.87,0,1.1,4,NA,4,NA
9.67,0,0,4,NA,4,NA
8,0,0,4,NA,4,NA
9.92,0,1.1,4,NA,4,NA
9.5,1,5.8,4,NA,4,NA
21.54,0,1.7,4,NA,4,NA
19.58,0,4.4,4,NA,4,NA
13.42,0,0,4,NA,4,NA
6,0,0.2,4,NA,4,NA
6.67,0,0.2,4,NA,4,NA
4.83,0,0,4,NA,4,NA
5.71,0,0.6,4,NA,4,NA
12.12,0,0.1,4,NA,4,NA
11.42,0,0.2,4,NA,4,NA
11.75,0,0,4,NA,4,NA
12.33,0,1.1,4,NA,4,NA
14.46,0,0.1,0,12.8,0,6.5
15.37,0,1.2,0,12.7,0,2.3
12.96,0,0,0,13.5,0,5.6
13.37,0,2.6,0,14.4,0,4.5
14.96,0,0.4,0,11.2,0,3.4
13.67,0,0.7,2,14.1,0,4.1
18.75,0,3.2,0,15.2,0,8.8
11.67,0,0.8,0,14,0,8.4
13.88,0,1.3,0,14.4,0,5.6
23.09,0,0.9,0,12.2,0,8.2
12.25,0,0,0,13.8,0,4
15.59,0,0.1,0,15.5,0,10
20.33,0,0.8,0,14.2,0,9
13.42,0,1.1,0,14.5,0,7.7
12.83,0,0.5,0,15.5,0,5.5
14.42,0,0.5,0,18.3,0,3.8
13.96,0,0,0,16.6,0,3.8
19.33,0,0.8,0,13.3,0,8.4
11.38,0,5,2,13.6,0,4.8
14.5,0,3.4,0,15,0,7.7
7.21,0,6.8,0,12.6,0,6.7
7.62,0,0,0,12.8,0,2.7
7,0,0.2,2,12,0,5.4
4.96,0,4.1,0,11.6,0,0.6
8.38,0,1.1,0,15.5,0,8.4
9.29,0,0.4,0,15.7,0,11
5.13,0,0,0,14,0,6
5.63,0,0,0,17,0,2.3
10.92,0,0,0,16.1,0,6.7
8.25,0,2.5,0,12.8,0,6.7
6.13,0,0,0,17.1,0,10
10.92,0,0,4,NA,4,NA
14.46,0,0,4,NA,4,NA
17.67,0,0,4,NA,4,NA
9.79,0,0.2,4,NA,4,NA
6,0,0,4,NA,4,NA
6.29,0,0,4,NA,4,NA
3.58,0,0,4,NA,4,NA
4.25,0,0,4,NA,4,NA
8.38,0,0,4,NA,4,NA
5.75,0,0,4,NA,4,NA
2.92,0,18.8,4,NA,4,NA
4.25,0,5,4,NA,4,NA
4.92,0,0,4,NA,4,NA
4.83,0,0,4,NA,4,NA
7.17,0,5,4,NA,4,NA
8.29,0,0.8,4,NA,4,NA
5.88,0,4.5,4,NA,4,NA
17.83,0,0.8,4,NA,4,NA
8.92,0,3.3,4,NA,4,NA
8.67,0,0.1,4,NA,4,NA
10.34,0,0.5,4,NA,4,NA
11.83,0,6.3,4,NA,4,NA
11.87,0,0.3,4,NA,4,NA
12.04,0,2.8,4,NA,4,NA
8.17,0,3.1,4,NA,4,NA
12.71,0,3.5,4,NA,4,NA
13.04,0,3,4,NA,4,NA
12.17,0,3.4,4,NA,4,NA
13.5,0,2.8,4,NA,4,NA
11.58,0,0.5,4,NA,4,NA
8.54,0,0.8,0,16.2,0,11.4
5.09,0,0.3,0,17,0,11.1
6.46,0,0,0,17.2,0,12.2
8.5,0,0.7,0,15.7,0,11.3
5.17,0,3.4,0,16.6,0,10.5
2.67,0,0.1,0,16.1,0,11.6
6.46,0,0,0,16.6,0,11.1
10.92,0,0,0,16.6,0,10.7
13.96,0,0.1,0,16.4,0,11.5
8.17,0,0.2,0,17,0,10.6
4.46,0,0.9,0,15,0,8.4
4.79,0,0.3,0,15.6,0,10.2
5.54,0,0.5,0,17.2,0,7.8
14.71,0,0,0,20,0,12.2
12.04,0,3.8,0,18.8,0,13.4
10.29,0,2,0,19,0,11.6
9.75,0,0,0,17.6,0,12.1
6.5,0,0,0,19.4,0,10.2
10.04,0,0.4,0,19.4,0,13.7
6.5,0,0,0,17.7,0,4.7
7.29,0,0,0,24,0,11.6
6.5,0,3.4,0,17.7,0,15
7.87,0,2.3,0,18.3,0,12.6
11.17,0,0.1,0,18.2,0,13.1
11,0,1.1,0,17.5,0,8.3
6.5,0,0,0,17.7,0,9.2
5.5,0,0,0,20.1,0,7.2
5.91,0,0,0,20.4,0,6.6
8.21,0,0,0,21.1,0,7.1
4.33,0,0,0,25.5,0,9.5
4.33,0,0,0,22.3,0,8.7
5.41,0,0,0,21.4,0,12.7
4.08,0,0,0,20.3,0,10
2.62,0,0,0,19.6,0,10.5
3.13,0,0,0,21.1,0,13.3
10.5,0,4.1,0,18.3,0,12.8
7,0,0,0,18.8,0,11.6
12.58,0,0,0,20.6,0,14
13.5,0,0,0,16.6,0,9.7
7.96,0,9.4,0,17.3,0,8.6
14.09,0,2.1,0,19.7,0,12.6
11.25,0,1.6,0,18.4,0,12.2
8.38,0,0,0,18.8,0,11.6
6.58,0,0,0,16.2,0,10.7
6.67,0,4.3,0,17.6,0,8.7
9.21,0,15.1,0,16.3,0,6.2
17.67,0,44.4,2,13,0,9.6
15.67,0,0,2,15,0,8.8
6.92,0,0,0,17.7,0,7.3
7.79,0,3.6,0,17.8,0,11.2
11.08,0,0.4,0,17,0,8.8
9.46,0,3.4,0,18.3,0,9.7
7.62,0,0.2,0,18.8,0,12.7
13.13,0,3.8,0,17.8,0,10.3
13.59,0,0.4,0,19,0,11.1
9,0,3.6,0,17.7,0,12.7
19.62,0,3.3,0,17.3,0,12.3
14.62,0,0.2,0,15.5,0,11.4
7.41,0,0,0,15.5,0,9.8
8.33,0,0,0,16.5,0,10.5
11.12,0,11.4,0,17.7,0,12.3
9.59,0,0.5,0,15.6,0,11.6
10.34,0,0.5,4,NA,4,NA
8.96,0,1.3,4,NA,4,NA
11.25,0,2.8,4,NA,4,NA
5.96,0,0,4,NA,4,NA
9.25,0,6.8,4,NA,4,NA
10.34,0,6.9,4,NA,4,NA
14.67,0,2,4,NA,4,NA
13.13,0,1.2,4,NA,4,NA
14.04,0,0.3,4,NA,4,NA
3.71,0,0,4,NA,4,NA
2.54,0,0,4,NA,4,NA
4.29,0,0,4,NA,4,NA
9.79,0,0,4,NA,4,NA
9.33,0,0,4,NA,4,NA
5.91,0,0,4,NA,4,NA
4.75,0,0,4,NA,4,NA
7.83,0,5.6,4,NA,4,NA
5.41,0,0,4,NA,4,NA
6.75,0,0.2,4,NA,4,NA
5.5,0,0,4,NA,4,NA
2.54,0,0,4,NA,4,NA
3.21,0,0,4,NA,4,NA
5.09,0,2,4,NA,4,NA
14.67,0,1.3,4,NA,4,NA
13.37,0,15.8,4,NA,4,NA
23.04,0,0,4,NA,4,NA
15,0,0,4,NA,4,NA
10.17,0,0.3,4,NA,4,NA
17.88,0,0,4,NA,4,NA
12.5,0,0.2,4,NA,4,NA
15.71,0,0.9,4,NA,4,NA
10.54,0,1.2,4,NA,4,NA
14.21,0,2,4,NA,4,NA
14.25,0,1.5,4,NA,4,NA
9.04,0,2.4,4,NA,4,NA
8.71,0,5.1,4,NA,4,NA
11.17,0,0,4,NA,4,NA
14.33,0,0.4,4,NA,4,NA
15.25,0,0,4,NA,4,NA
14.42,0,0,4,NA,4,NA
9.83,0,0,4,NA,4,NA
9.42,0,0.3,4,NA,4,NA
14.21,0,0,4,NA,4,NA
3.83,0,4.3,4,NA,4,NA
11.67,0,1,4,NA,4,NA
7.46,0,0,4,NA,4,NA
10.37,0,0,4,NA,4,NA
12.96,0,0,4,NA,4,NA
15.09,0,0.2,4,NA,4,NA
13.42,0,0,4,NA,4,NA
13.88,0,6.3,4,NA,4,NA
9.79,0,0.4,4,NA,4,NA
12.92,0,0,4,NA,4,NA
4.83,0,0,4,NA,4,NA
6.04,0,0,4,NA,4,NA
11.21,0,0,4,NA,4,NA
15.37,0,0.1,4,NA,4,NA
12.04,0,5.4,4,NA,4,NA
8.21,0,3,4,NA,4,NA
15.92,0,9.6,4,NA,4,NA
5.25,0,0.2,4,NA,4,NA
8.25,0,0.5,4,NA,4,NA
6,0,16.2,4,NA,4,NA
7.33,0,2,4,NA,4,NA
16.13,0,7.9,4,NA,4,NA
11.12,0,9.8,4,NA,4,NA
3,0,0.2,4,NA,4,NA
7.62,0,0,4,NA,4,NA
13,0,0,4,NA,4,NA
6.58,0,11.2,4,NA,4,NA
19.83,0,7.6,4,NA,4,NA
18.29,0,0.3,4,NA,4,NA
25.92,0,0,4,NA,4,NA
14.42,0,1.7,4,NA,4,NA
12.08,0,0.1,4,NA,4,NA
2.92,0,6.3,4,NA,4,NA
6.29,0,0,4,NA,4,NA
13.75,0,11.5,4,NA,4,NA
22.5,0,0.9,4,NA,4,NA
10.08,0,2.2,4,NA,4,NA
7.17,0,2,4,NA,4,NA
24.71,0,7,4,NA,4,NA
10.21,0,0,4,NA,4,NA
13.17,0,3.1,4,NA,4,NA
14.62,0,0,4,NA,4,NA
18.41,0,1.5,4,NA,4,NA
14.42,0,0,4,NA,4,NA
5.91,0,3.5,4,NA,4,NA
10.41,0,0,4,NA,4,NA
6.46,0,0.2,4,NA,4,NA
6.42,0,7.2,4,NA,4,NA
13.79,0,1,4,NA,4,NA
16,0,0,4,NA,4,NA
21.29,0,0,4,NA,4,NA
16.08,0,0,4,NA,4,NA
10.71,0,0,4,NA,4,NA
13.21,0,0,4,NA,4,NA
8.92,0,0,4,NA,4,NA
1.83,0,0,4,NA,4,NA
3.46,0,0,4,NA,4,NA
12.17,0,0,4,NA,4,NA
17.54,0,6.4,4,NA,4,NA
16.96,0,0,4,NA,4,NA
13.04,0,0.3,4,NA,4,NA
9.08,0,0,4,NA,4,NA
6.5,0,1.8,4,NA,4,NA
4.92,0,0,4,NA,4,NA
6.42,0,0,4,NA,4,NA
7.5,0,1.2,4,NA,4,NA
10.58,0,0,4,NA,4,NA
8.38,0,0,4,NA,4,NA
10.88,0,0,4,NA,4,NA
6.63,0,0,4,NA,4,NA
12.08,0,0,4,NA,4,NA
18.08,0,1.1,4,NA,4,NA
12.21,0,0,4,NA,4,NA
8.29,0,0,4,NA,4,NA
10.54,0,0,4,NA,4,NA
12.87,0,2,4,NA,4,NA
14.29,0,1.5,4,NA,4,NA
17.29,0,2.6,4,NA,4,NA
18.29,0,0.1,4,NA,4,NA
14.12,0,0,0,11.6,0,4.3
22.63,0,0,0,11.6,0,6.4
16.13,0,0,0,12.2,0,10
6.5,0,2.6,0,11.7,0,9.4
3.67,0,0.1,0,7.8,0,5
2.54,0,0.5,0,9.2,0,5.5
2.92,0,0,0,10.1,0,2.5
4.08,0,0,0,8.3,1,-0.4
2.67,0,0,0,9.1,0,2.4
2.71,0,0,0,8.1,0,4.1
4.42,0,0,0,6.4,0,2.8
7.54,0,0,0,6.5,0,3.3
15.04,0,1.8,0,6.6,0,3.8
8.71,0,0,0,7.2,0,0.1
11.12,0,0,0,7.3,0,0.5
11.34,0,0,0,5.4,0,4.3
12.25,0,0,2,6.5,0,2.8
15.29,0,0,0,10.5,0,4
2.62,0,0,0,9.6,0,6.1
7.58,0,0,0,11.1,0,4
1.92,0,0,0,9.3,0,1.2
3,0,0.1,0,8.3,0,2.2
9.92,0,0.8,0,9.4,0,4
6.34,0,0,0,5.1,1,-0.3
9.08,0,0,0,6.5,0,0.3
7.12,0,0,0,7.3,0,1.1
11.08,0,0.9,0,10,1,-0.5
15.87,0,0,0,9.4,0,5
17.25,0,0.9,0,11,0,5.5
19,0,2.8,2,11,0,2.7
22.92,0,0.9,0,11.2,0,3.3
17.67,0,0.4,0,12.2,0,9
15.34,0,0.8,0,11.8,0,9.4
16.79,0,0.5,0,9,0,5.6
15.5,0,0.6,0,9.1,0,3.6
7.25,0,0,0,6.1,2,0.5
5.63,0,0,0,5.5,1,-6.1
5.88,0,0,0,5.5,3,-4.2
7.21,0,0,2,6.1,1,-2.5
7.54,0,0,0,6.3,1,-5.1
10.83,0,0,0,7.1,1,-3.8
8.5,0,0,0,7.7,0,3.4
9.67,0,0,0,8.4,1,-2.3
20.3,0,1.4,0,8.3,0,4.7
17.04,0,2.6,0,8.6,0,4.4
13.88,0,2.9,0,8.4,0,5.4
12.96,0,2.7,0,5.5,0,4.4
12.83,0,4.8,0,5.5,0,1.8
24,0,1.2,0,3.3,0,0.2
16.38,0,0,0,3.3,0,0
9.67,0,0,0,2.7,0,1.5
18.29,0,1.8,0,5,0,1.1
19.25,0,2.2,0,8.8,1,-2.1
8.92,0,0.5,0,13.8,0,4.4
15.04,0,1.3,0,10.7,0,2.8
11.08,0,0.1,0,12.2,0,2.7
16.25,0,2,2,11,0,7.6
13.79,0,0,0,13.3,0,7.6
8.46,0,0,0,11.7,0,7.1
5.88,0,0,0,12.1,0,2.1
8.87,0,0,0,11.2,1,-1.3
6.04,0,0,0,9,0,0
4.83,0,0,0,5.6,0,1.7
7.83,0,0.2,0,9.3,1,-2
7.67,0,1.6,0,6.8,0,2.4
5.88,0,0,0,5.7,0,0.3
10.08,0,1.2,0,5,1,-0.1
9.5,0,0.3,0,7,0,2.2
10.29,0,0.1,0,7.8,0,1.7
10.67,0,0,2,6.5,0,5
15.16,0,0,2,10,0,3.2
15.37,0,12.3,0,8.3,0,4.9
12.87,0,11.4,0,9.4,0,4.9
13.21,0,0.4,0,12.8,0,7.1
6.54,0,0,0,10,0,0.2
17.41,0,16.2,0,5.6,0,3.3
23.13,0,0.9,0,5.7,0,1.7
22.54,0,11.1,0,5.6,0,3.7
15.37,0,10.6,0,10.2,0,3.6
11.34,0,0.8,0,9.8,0,4.8
8.71,0,1.7,0,11.1,0,6.3
6.08,0,0.2,0,9,0,6.4
11,0,2.8,0,12.3,0,3.9
7.58,0,8.6,0,11.4,0,7.3
15.37,0,0.1,0,10.3,0,2.9
6,0,2.8,0,10.2,1,-1.1
9.67,0,8.7,0,8,0,3.9
8.92,0,0.5,0,7.7,0,5.8
7.71,0,0.3,0,7.2,0,5
7.71,0,0,0,6.7,0,0.3
10.58,0,0,0,5.7,0,4.2
12.04,0,0.3,0,6.6,0,4.3
10.63,0,0.1,0,7.8,0,0.8
11.83,0,0,0,7.2,0,2.1
12.75,0,0,0,7.7,0,1.1
6.58,0,5,0,11.1,0,0.5
7.33,0,0,0,11.1,0,3.1
7.29,0,0,0,12.6,1,-1
11.63,0,0,0,14,2,6.1
18.05,0,0.4,0,14.2,0,7.8
8.54,0,0,0,13.3,0,1.3
10.04,0,1.1,0,14.1,0,7.2
14.37,0,0.1,0,13,0,9.7
15.96,0,2.2,0,12.7,0,4.4
19.04,0,1,0,12.2,0,4.8
10.71,0,0.7,0,14,0,7.2
9.17,0,7,0,11.6,0,7
12.79,0,0.5,0,12.7,0,7.1
12.87,0,0,0,12,0,7.6
4.75,0,1,0,12.5,0,2.3
9.25,0,3.2,0,10.7,0,3.5
5.41,0,4.5,0,9.2,0,6.1
9.04,0,2.5,0,11.5,0,4.4
9.79,0,0,0,14.6,0,5.1
7.83,0,6.7,0,12.2,0,2.8
12.29,0,0,0,14.6,0,8.3
7.21,0,2.4,0,14.6,0,10.1
11.42,0,2.5,0,14.3,0,9.7
11.63,0,5.8,0,15.5,0,9.4
15.09,0,2.8,0,14.2,0,7.7
14.5,0,3.4,0,13.7,0,6.7
11.08,0,4.5,0,14,0,6
9.79,0,1.1,0,16.6,0,8.3
20.08,0,3.4,0,15,0,8.5
19.41,0,2.2,0,15.7,0,7.5
15.54,0,0,2,15,0,6.5
9.75,0,1,0,15.1,0,10
16.66,0,3.6,0,15.7,0,10.5
19.7,0,3.2,0,14.7,0,6.5
15.96,0,6.3,0,14.5,0,9.6
15.92,0,6,0,14.4,0,7.2
15.04,0,0,0,17.7,0,8.8
14.37,0,0,0,18.3,0,11.7
11.54,0,0,0,15.6,0,6.6
9.92,0,0,0,16.1,0,5.1
5.25,0,0,0,18.4,0,5
5.66,0,0,0,20.1,0,8.3
7.08,0,0.5,0,17.7,0,7.4
13.46,0,0.4,0,18.3,0,12
7.33,0,3.8,0,15.1,0,7.2
7.54,0,0.8,0,15.2,0,5.8
6.96,0,0,0,16.8,0,11.8
10.71,0,0.7,0,12.7,0,9.3
10.92,0,0,0,16.4,0,7.7
11.08,0,0,0,18.2,0,10.2
11.29,0,0,0,18.7,0,10.6
6.13,0,0,0,19.4,0,6.6
8.87,0,0,0,19,0,10
10.54,0,0.5,0,15,0,11
8.17,0,0,0,18.8,0,11.5
3.08,0,2.8,0,18.5,0,6.1
13.54,0,0.3,0,15.5,0,11.6
17.37,0,3,0,10.8,0,9.4
10.67,0,1.4,0,11.4,0,6.7
7.67,0,3.8,0,16.1,0,7.2
15.5,0,0.4,0,18.4,0,9.5
11.12,0,1,0,18.3,0,12.2
8.25,0,4.2,0,14.5,0,11.1
10.04,0,0.4,0,18.3,0,11.5
10.71,0,0.3,0,18,0,9.5
8.58,0,5.9,0,17.2,0,12.6
9.62,0,6.8,0,19.1,0,11.6
11.21,0,0.4,0,19,0,11.2
6.75,0,7.4,0,16.8,0,12.3
8.63,0,0,0,18.1,0,10.6
13.25,0,1.3,0,16.1,0,7.2
15.37,0,0,0,16.5,0,8.2
13.21,0,0.1,0,19.2,0,9.7
6.17,0,4,0,16.3,0,10.5
5.91,0,0,0,17.3,0,8.4
13.25,0,0,0,15,0,6.3
10.25,0,0,0,16.3,0,4.4
8.96,0,0.2,0,19.3,0,4.4
3.67,0,1.2,0,14.5,0,10.5
4.63,0,1.3,0,16,0,9.7
4.29,0,0,0,20.1,0,7.1
3.92,0,0,0,19.6,0,10.6
8,0,2.4,0,21.8,0,10.6
10.41,0,2.1,0,18.7,0,13.4
5.21,0,0,0,17.2,0,13
8.92,0,0,0,20,0,8.8
14.88,0,0,0,20.6,0,12.5
7.92,0,0,0,20.2,0,12
9.87,0,0,0,18.1,0,12.7
6.58,0,0,0,16.5,0,11.3
5.21,0,0,0,17.3,0,5.7
8.42,0,0.2,0,17.8,0,9.3
6.42,0,0,0,17.3,0,7.6
19.41,0,1.9,0,17.2,0,11.1
16.21,0,4.3,0,16.1,0,10.5
14.5,0,0,0,17.6,0,9
12.25,0,3,0,18.3,0,7.7
13.42,0,0,0,20.5,0,13.3
6.54,0,0,0,17.7,0,10.1
9.54,0,2,0,19.8,0,10.6
13.54,0,0,0,21.1,0,14.4
11.58,0,0,0,22,0,5
4.29,0,3.8,0,22.3,0,9
4.08,0,0.2,0,20.7,0,14.4
4.63,0,10,0,16.3,0,13.4
7.79,0,1,0,18.3,0,14
2.5,0,3.9,0,18.1,0,12.2
1.96,0,0.3,0,19.5,0,12.2
4.63,0,0,0,21.2,0,12.7
6.83,0,0,0,20.8,0,14.8
9.96,0,0,0,22.2,0,14.4
8.17,0,0,0,21.7,0,15.5
3.96,0,0,0,19.7,0,10.1
15.09,0,0,0,21.5,0,12.3
11.96,0,0.2,0,21.1,0,13.2
6.71,0,0,0,19.6,0,14.8
10.13,0,0.2,0,22.3,0,14.8
13.79,0,0.2,0,19.7,0,13.5
16.54,0,0,0,18.3,0,13.4
14.04,0,0,0,20.4,0,14
8.71,0,0,0,23.7,0,15.5
4.42,0,0,0,21.8,0,15.5
7.67,0,11.8,0,19.1,0,14.4
6.83,0,3.3,0,18.8,0,11.5
9.21,0,10.1,0,16.5,0,10.1
6.96,0,1.3,0,18.4,0,11.1
4.88,0,1.2,0,19.1,0,7.8
3.08,0,4.5,0,17,0,13.1
3.63,0,0,0,18.8,0,12.8
2.46,0,0,0,18.2,0,7.5
5.09,0,0,0,17.1,0,12.7
3.04,0,0,0,18.8,0,10.1
2.79,0,2.4,0,19,0,9.5
7.08,0,13.9,0,18.5,0,12.7
13.42,0,24.3,0,17,0,14.4
15.09,0,1,0,16.2,0,13.8
10.67,0,0,0,15.4,0,7.3
5.71,0,2.6,0,15.5,0,4.3
4.25,0,0,0,15.7,0,3.3
9.42,0,0,0,19.1,0,7.8
13.62,0,1.2,0,18.7,0,13.7
15.34,0,0,0,21.5,0,16
13,0,0,0,22.2,0,15.7
8.04,0,0,0,20.5,0,13.6
7.12,0,0,0,23.1,0,10.4
11.34,0,5,0,18,0,11.5
9.25,0,0,0,17.2,0,8.1
4.38,0,0,0,16.8,0,3.2
7.21,0,0,0,16.6,0,4.2
11.29,0,0.1,0,17.1,0,10.3
10,0,0,0,20,0,12.2
2.04,0,0,0,18.3,0,11.1
2.46,0,0,0,19,0,9.3
5.63,0,13.7,0,16.9,0,9.3
8.58,0,0,0,18.3,0,11
10.37,0,0.2,0,20.3,0,9.4
12.33,0,0,0,18.9,0,12.6
13.29,0,0.8,0,20.1,0,13.9
14.58,0,0.1,0,21.8,0,16.7
10.75,0,0,0,19,0,14.4
4.5,0,0,0,15.7,0,5.9
9.17,0,0.4,0,19.4,0,8.6
9.42,0,3.6,0,19.6,0,14.4
10.13,0,17.3,0,17.8,0,10.9
8.08,0,0.6,0,15.6,0,10.8
9.29,0,0.9,0,15.2,0,7.2
10.75,0,1.9,0,17.2,0,7.8
15.12,0,0,0,16.1,0,8.6
10.17,0,0.4,0,14.7,0,5.9
8.33,0,3.5,0,16.9,0,3.3
14.21,0,0,0,18.4,0,8.4
6.83,0,2,0,20.6,0,10.7
15.04,0,1.4,0,17.7,0,12.9
10.58,0,1.4,0,18.4,0,12.8
9.08,0,0.7,0,16.1,0,11.1
6.25,0,0,0,16.7,0,9.4
6.87,0,0,0,19.2,0,4.1
5.88,0,0,0,18.9,0,7.4
3.67,0,0,0,15.7,0,6.7
3.08,0,0,0,16.1,0,7.2
6.96,0,0,0,14.4,0,6
7.67,0,0,0,16.2,0,3.4
6.87,0,5,0,17.3,0,3.4
10.41,0,3.6,0,16,0,13.4
16.46,0,8.8,0,15.4,0,7.3
18.71,0,0.5,0,13.6,0,11
